disease,symptom,weight,source
abdominal aortic aneurysm,arm swelling,0.7608695652173914,kaggle+symcat
abdominal aortic aneurysm,back pain,0.47101449275362317,kaggle+symcat
abdominal aortic aneurysm,burning abdominal pain,0.7898550724637681,kaggle+symcat
abdominal aortic aneurysm,groin pain,0.07,symcat
abdominal aortic aneurysm,pallor,0.07,symcat
abdominal aortic aneurysm,palpitations,0.7971014492753623,kaggle+symcat
abdominal aortic aneurysm,retention of urine,0.13,symcat
abdominal aortic aneurysm,sharp abdominal pain,0.5652173913043478,kaggle+symcat
abdominal aortic aneurysm,sharp chest pain,0.28,symcat
abdominal aortic aneurysm,shortness of breath,0.7608695652173914,kaggle+symcat
abdominal aortic aneurysm,side pain,0.23,symcat
abdominal aortic aneurysm,swollen abdomen,0.13,symcat
abdominal hernia,ache all over,0.538083538083538,kaggle+symcat
abdominal hernia,groin mass,0.5282555282555282,kaggle+symcat
abdominal hernia,groin pain,0.21,symcat
abdominal hernia,infant spitting up,0.02,symcat
abdominal hernia,irregular belly button,0.5675675675675675,kaggle+symcat
abdominal hernia,lower abdominal pain,0.714987714987715,kaggle+symcat
abdominal hernia,regurgitation,0.5184275184275184,kaggle+symcat
abdominal hernia,regurgitation.1,0.5184275184275184,kaggle
abdominal hernia,sharp abdominal pain,0.65,kaggle+symcat
abdominal hernia,swelling of scrotum,0.02,symcat
abdominal hernia,swollen abdomen,0.5356265356265356,kaggle+symcat
abdominal hernia,symptoms of the scrotum and testes,0.7518427518427518,kaggle+symcat
abdominal hernia,upper abdominal pain,0.5601965601965602,kaggle+symcat
abscess of nose,abnormal breathing sounds,0.2,symcat
abscess of nose,coryza,0.5241379310344828,kaggle+symcat
abscess of nose,cough,0.73,kaggle+symcat
abscess of nose,decreased appetite,0.2,symcat
abscess of nose,ear pain,0.24,symcat
abscess of nose,fever,0.62,kaggle+symcat
abscess of nose,headache,0.24,symcat
abscess of nose,irritable infant,0.7758620689655172,kaggle+symcat
abscess of nose,nasal congestion,0.84,kaggle+symcat
abscess of nose,sinus congestion,0.506896551724138,kaggle+symcat
abscess of nose,sore throat,0.5310344827586206,kaggle+symcat
abscess of nose,vomiting,0.8068965517241379,kaggle+symcat
abscess of the lung,back pain,0.54,symcat
abscess of the lung,cough,0.81,kaggle+symcat
abscess of the lung,depressive or psychotic symptoms,1.0,kaggle+symcat
abscess of the lung,drainage in throat,0.54,symcat
abscess of the lung,excessive growth,0.05,symcat
abscess of the lung,headache,0.54,symcat
abscess of the lung,hemoptysis,0.54,symcat
abscess of the lung,itchy eyelid,0.7894736842105263,kaggle+symcat
abscess of the lung,sharp chest pain,0.72,symcat
abscess of the lung,shortness of breath,0.8947368421052632,kaggle+symcat
abscess of the lung,vomiting,0.54,symcat
abscess of the lung,wrist weakness,0.05,symcat
abscess of the pharynx,allergic reaction,0.27,symcat
abscess of the pharynx,cough,0.51,kaggle+symcat
abscess of the pharynx,coughing up sputum,0.27,symcat
abscess of the pharynx,difficulty in swallowing,0.49853372434017595,kaggle+symcat
abscess of the pharynx,ear pain,0.34,symcat
abscess of the pharynx,feeling ill,0.2,symcat
abscess of the pharynx,fever,0.69,kaggle+symcat
abscess of the pharynx,headache,0.7272727272727273,kaggle+symcat
abscess of the pharynx,nasal congestion,0.58,kaggle+symcat
abscess of the pharynx,sharp chest pain,0.7800586510263929,kaggle+symcat
abscess of the pharynx,sore throat,0.83,kaggle+symcat
abscess of the pharynx,throat swelling,0.6950146627565983,kaggle+symcat
acanthosis nigricans,acne or pimples,0.8333333333333334,kaggle+symcat
acanthosis nigricans,allergic reaction,0.17,symcat
acanthosis nigricans,apnea,0.09,symcat
acanthosis nigricans,fluid retention,0.09,symcat
acanthosis nigricans,infertility,0.17,symcat
acanthosis nigricans,pain or soreness of breast,0.09,symcat
acanthosis nigricans,skin growth,0.8666666666666667,kaggle+symcat
acanthosis nigricans,skin lesion,0.6333333333333333,kaggle+symcat
acanthosis nigricans,skin moles,0.09,symcat
acanthosis nigricans,unwanted hair,0.09,symcat
acanthosis nigricans,warts,0.09,symcat
acanthosis nigricans,weight gain,0.78,kaggle+symcat
acariasis,bowlegged or knock-kneed,0.04,symcat
acariasis,cross-eyed,0.04,symcat
acariasis,elbow weakness,0.04,symcat
acariasis,emotional symptoms,0.9166666666666666,kaggle+symcat
acariasis,excessive growth,0.04,symcat
acariasis,feeling hot and cold,0.04,symcat
acariasis,itching of skin,0.77,kaggle+symcat
acariasis,skin lesion,0.49,symcat
acariasis,skin rash,0.91,kaggle+symcat
acariasis,swelling of scrotum,0.7222222222222222,kaggle+symcat
acariasis,vomiting,0.49,symcat
acariasis,wrist weakness,0.04,symcat
achalasia,back pain,0.31,symcat
achalasia,chest tightness,0.8452380952380952,kaggle+symcat
achalasia,cough,0.7738095238095238,kaggle+symcat
achalasia,cramps and spasms,0.13,symcat
achalasia,difficulty in swallowing,0.71,kaggle+symcat
achalasia,hoarse voice,0.13,symcat
achalasia,hurts to breath,0.23,symcat
achalasia,lump in throat,0.13,symcat
achalasia,regurgitation,0.31,symcat
achalasia,rib pain,0.13,symcat
achalasia,sharp chest pain,0.8,kaggle+symcat
achalasia,throat feels tight,0.6785714285714286,kaggle+symcat
acne,abnormal appearing skin,0.5483870967741935,kaggle+symcat
acne,acne or pimples,0.94,kaggle+symcat
acne,irregular appearing scalp,0.6915322580645161,kaggle+symcat
acne,long menstrual periods,0.6693548387096774,kaggle+symcat
acne,nose deformity,0.03,symcat
acne,"skin dryness, peeling, scaliness, or roughness",0.6794354838709677,kaggle+symcat
acne,skin growth,0.49798387096774194,kaggle+symcat
acne,skin moles,0.5120967741935484,kaggle+symcat
acne,skin rash,0.5282258064516129,kaggle+symcat
acne,skin swelling,0.49798387096774194,kaggle+symcat
acne,too little hair,0.04,symcat
acne,warts,0.1,symcat
actinic keratosis,abnormal appearing skin,0.72,kaggle+symcat
actinic keratosis,irregular appearing scalp,0.528052805280528,kaggle+symcat
actinic keratosis,itching of skin,0.5148514851485149,kaggle+symcat
actinic keratosis,"skin dryness, peeling, scaliness, or roughness",0.54,kaggle+symcat
actinic keratosis,skin growth,0.504950495049505,kaggle+symcat
actinic keratosis,skin irritation,0.49724972497249725,kaggle+symcat
actinic keratosis,skin lesion,0.7,kaggle+symcat
actinic keratosis,skin moles,0.5181518151815182,kaggle+symcat
actinic keratosis,skin rash,0.4961496149614962,kaggle+symcat
actinic keratosis,skin swelling,0.49504950495049505,kaggle+symcat
actinic keratosis,symptoms of the face,0.6985698569856986,kaggle+symcat
actinic keratosis,warts,0.07,symcat
acute bronchiolitis,coryza,0.4792358803986711,kaggle+symcat
acute bronchiolitis,cough,0.91,kaggle+symcat
acute bronchiolitis,decreased appetite,0.5083056478405316,kaggle+symcat
acute bronchiolitis,difficulty breathing,0.56,kaggle+symcat
acute bronchiolitis,fever,0.78,kaggle+symcat
acute bronchiolitis,hurts to breath,0.5141196013289037,kaggle+symcat
acute bronchiolitis,irritable infant,0.49335548172757476,kaggle+symcat
acute bronchiolitis,nasal congestion,0.76,kaggle+symcat
acute bronchiolitis,pulling at ears,0.49335548172757476,kaggle+symcat
acute bronchiolitis,shortness of breath,0.4792358803986711,kaggle+symcat
acute bronchiolitis,vomiting,0.5157807308970099,kaggle+symcat
acute bronchiolitis,wheezing,0.59,kaggle+symcat
acute bronchitis,congestion in chest,0.49958779884583676,kaggle+symcat
acute bronchitis,coryza,0.5185490519373455,kaggle+symcat
acute bronchitis,cough,0.92,kaggle+symcat
acute bronchitis,coughing up sputum,0.49546578730420443,kaggle+symcat
acute bronchitis,difficulty breathing,0.4896949711459192,kaggle+symcat
acute bronchitis,fever,0.63,kaggle+symcat
acute bronchitis,headache,0.516075845012366,kaggle+symcat
acute bronchitis,nasal congestion,0.66,kaggle+symcat
acute bronchitis,sharp chest pain,0.5020610057708161,kaggle+symcat
acute bronchitis,shortness of breath,0.52,kaggle+symcat
acute bronchitis,sore throat,0.55,kaggle+symcat
acute bronchitis,wheezing,0.4962901896125309,kaggle+symcat
acute bronchospasm,chest tightness,0.49337748344370863,kaggle+symcat
acute bronchospasm,coryza,0.4867549668874172,kaggle+symcat
acute bronchospasm,cough,0.89,kaggle+symcat
acute bronchospasm,difficulty breathing,0.58,kaggle+symcat
acute bronchospasm,fever,0.59,kaggle+symcat
acute bronchospasm,headache,0.26,symcat
acute bronchospasm,nasal congestion,0.57,kaggle+symcat
acute bronchospasm,sharp chest pain,0.5066225165562914,kaggle+symcat
acute bronchospasm,shortness of breath,0.74,kaggle+symcat
acute bronchospasm,sore throat,0.5242825607064018,kaggle+symcat
acute bronchospasm,vomiting,0.6876379690949227,kaggle+symcat
acute bronchospasm,wheezing,0.63,kaggle+symcat
acute fatty liver of pregnancy (aflp),cross-eyed,0.04,symcat
acute fatty liver of pregnancy (aflp),elbow cramps or spasms,0.04,symcat
acute fatty liver of pregnancy (aflp),elbow weakness,0.04,symcat
acute fatty liver of pregnancy (aflp),emotional symptoms,1.0,kaggle+symcat
acute fatty liver of pregnancy (aflp),eye strain,0.04,symcat
acute fatty liver of pregnancy (aflp),hip stiffness or tightness,0.04,symcat
acute fatty liver of pregnancy (aflp),itching of skin,0.51,symcat
acute fatty liver of pregnancy (aflp),itchy eyelid,0.04,symcat
acute fatty liver of pregnancy (aflp),nailbiting,0.04,symcat
acute fatty liver of pregnancy (aflp),pain during pregnancy,0.51,symcat
acute fatty liver of pregnancy (aflp),sharp abdominal pain,0.8888888888888888,kaggle+symcat
acute fatty liver of pregnancy (aflp),wrist weakness,0.04,symcat
acute glaucoma,blindness,0.4857142857142857,kaggle+symcat
acute glaucoma,diminished vision,0.62,kaggle+symcat
acute glaucoma,double vision,0.7285714285714285,kaggle+symcat
acute glaucoma,eye burns or stings,0.05,symcat
acute glaucoma,eye redness,0.5047619047619047,kaggle+symcat
acute glaucoma,foreign body sensation in eye,0.6952380952380952,kaggle+symcat
acute glaucoma,itchiness of eye,0.18,symcat
acute glaucoma,lacrimation,0.05,symcat
acute glaucoma,pain in eye,0.5666666666666667,kaggle+symcat
acute glaucoma,spots or clouds in vision,0.4714285714285714,kaggle+symcat
acute glaucoma,symptoms of eye,0.5380952380952381,kaggle+symcat
acute kidney injury,blood in urine,0.13,symcat
acute kidney injury,dizziness,0.4878854625550661,kaggle+symcat
acute kidney injury,kidney mass,0.5044052863436124,kaggle+symcat
acute kidney injury,nausea,0.5154185022026432,kaggle+symcat
acute kidney injury,peripheral edema,0.5022026431718062,kaggle+symcat
acute kidney injury,retention of urine,0.6828193832599119,kaggle+symcat
acute kidney injury,sharp abdominal pain,0.5,kaggle+symcat
acute kidney injury,sharp chest pain,0.501101321585903,kaggle+symcat
acute kidney injury,shortness of breath,0.4966960352422907,kaggle+symcat
acute kidney injury,symptoms of the kidneys,0.47577092511013214,kaggle+symcat
acute kidney injury,vomiting,0.5330396475770925,kaggle+symcat
acute kidney injury,weakness,0.5407488986784141,kaggle+symcat
acute otitis media,coryza,0.6530014641288433,kaggle+symcat
acute otitis media,cough,0.67,kaggle+symcat
acute otitis media,diminished hearing,0.6617862371888726,kaggle+symcat
acute otitis media,ear pain,0.84,kaggle+symcat
acute otitis media,fever,0.7,kaggle+symcat
acute otitis media,fluid in ear,0.486090775988287,kaggle+symcat
acute otitis media,nasal congestion,0.58,kaggle+symcat
acute otitis media,plugged feeling in ear,0.527086383601757,kaggle+symcat
acute otitis media,pulling at ears,0.35,symcat
acute otitis media,redness in ear,0.5168374816983895,kaggle+symcat
acute otitis media,sore throat,0.49194729136163984,kaggle+symcat
acute otitis media,vomiting,0.24,symcat
acute pancreatitis,abusing alcohol,0.5086992543496272,kaggle+symcat
acute pancreatitis,back pain,0.5004142502071252,kaggle+symcat
acute pancreatitis,burning abdominal pain,0.5252692626346314,kaggle+symcat
acute pancreatitis,diarrhea,0.5062137531068766,kaggle+symcat
acute pancreatitis,hemoptysis,0.5086992543496272,kaggle+symcat
acute pancreatitis,lower body pain,0.49544324772162385,kaggle+symcat
acute pancreatitis,nausea,0.65,kaggle+symcat
acute pancreatitis,sharp abdominal pain,0.89,kaggle+symcat
acute pancreatitis,sharp chest pain,0.4904722452361226,kaggle+symcat
acute pancreatitis,side pain,0.49295774647887325,kaggle+symcat
acute pancreatitis,upper abdominal pain,0.5045567522783762,kaggle+symcat
acute pancreatitis,vomiting,0.72,kaggle+symcat
acute respiratory distress syndrome (ards),chest tightness,0.6496674057649667,kaggle+symcat
acute respiratory distress syndrome (ards),chills,0.7472283813747228,kaggle+symcat
acute respiratory distress syndrome (ards),congestion in chest,0.09,symcat
acute respiratory distress syndrome (ards),cough,0.5055432372505543,kaggle+symcat
acute respiratory distress syndrome (ards),coughing up sputum,0.09,symcat
acute respiratory distress syndrome (ards),depressive or psychotic symptoms,0.5121951219512195,kaggle+symcat
acute respiratory distress syndrome (ards),difficulty breathing,0.72,kaggle+symcat
acute respiratory distress syndrome (ards),fever,0.5232815964523282,kaggle+symcat
acute respiratory distress syndrome (ards),hurts to breath,0.11,symcat
acute respiratory distress syndrome (ards),sharp chest pain,0.5210643015521065,kaggle+symcat
acute respiratory distress syndrome (ards),shortness of breath,0.84,kaggle+symcat
acute respiratory distress syndrome (ards),wheezing,0.5210643015521065,kaggle+symcat
acute sinusitis,coryza,0.5386313465783664,kaggle+symcat
acute sinusitis,cough,0.81,kaggle+symcat
acute sinusitis,coughing up sputum,0.5022075055187638,kaggle+symcat
acute sinusitis,ear pain,0.5298013245033113,kaggle+symcat
acute sinusitis,facial pain,0.5088300220750552,kaggle+symcat
acute sinusitis,fever,0.51,kaggle+symcat
acute sinusitis,frontal headache,0.56,kaggle+symcat
acute sinusitis,headache,0.66,symcat
acute sinusitis,nasal congestion,0.75,kaggle+symcat
acute sinusitis,painful sinuses,0.4746136865342163,kaggle+symcat
acute sinusitis,sinus congestion,0.5309050772626932,kaggle+symcat
acute sinusitis,sore throat,0.66,kaggle+symcat
acute stress reaction,abnormal involuntary movements,0.6703296703296703,kaggle+symcat
acute stress reaction,anxiety and nervousness,0.77,kaggle+symcat
acute stress reaction,burning abdominal pain,0.5054945054945055,kaggle+symcat
acute stress reaction,chest tightness,0.17,symcat
acute stress reaction,depression,0.4978021978021978,kaggle+symcat
acute stress reaction,depressive or psychotic symptoms,0.512087912087912,kaggle+symcat
acute stress reaction,dizziness,0.5131868131868131,kaggle+symcat
acute stress reaction,fatigue,0.5087912087912088,kaggle+symcat
acute stress reaction,headache,0.5164835164835165,kaggle+symcat
acute stress reaction,insomnia,0.4989010989010989,kaggle+symcat
acute stress reaction,sharp chest pain,0.5318681318681319,kaggle+symcat
acute stress reaction,shortness of breath,0.4912087912087912,kaggle+symcat
adhesive capsulitis of the shoulder,ache all over,0.5205479452054794,kaggle+symcat
adhesive capsulitis of the shoulder,ankle stiffness or tightness,0.07,symcat
adhesive capsulitis of the shoulder,arm pain,0.7534246575342466,kaggle+symcat
adhesive capsulitis of the shoulder,elbow pain,0.19,symcat
adhesive capsulitis of the shoulder,muscle pain,0.8904109589041096,kaggle+symcat
adhesive capsulitis of the shoulder,neck pain,0.5342465753424658,kaggle+symcat
adhesive capsulitis of the shoulder,shoulder pain,0.94,kaggle+symcat
adhesive capsulitis of the shoulder,shoulder stiffness or tightness,0.589041095890411,kaggle+symcat
adhesive capsulitis of the shoulder,shoulder swelling,0.07,symcat
adhesive capsulitis of the shoulder,skin on arm or hand looks infected,0.07,symcat
adhesive capsulitis of the shoulder,stiffness all over,0.07,symcat
adjustment reaction,anxiety and nervousness,0.59,kaggle+symcat
adjustment reaction,delusions or hallucinations,0.7017892644135189,kaggle+symcat
adjustment reaction,depression,0.6679920477137177,kaggle+symcat
adjustment reaction,depressive or psychotic symptoms,0.6,symcat
adjustment reaction,excessive anger,0.4970178926441352,kaggle+symcat
adjustment reaction,fears and phobias,0.5149105367793241,kaggle+symcat
adjustment reaction,hostile behavior,0.5308151093439364,kaggle+symcat
adjustment reaction,insomnia,0.6878727634194831,kaggle+symcat
adjustment reaction,low self-esteem,0.15,symcat
adjustment reaction,nightmares,0.48906560636182905,kaggle+symcat
adjustment reaction,restlessness,0.5029821073558648,kaggle+symcat
adjustment reaction,temper problems,0.08,symcat
adrenal adenoma,ache all over,0.26,symcat
adrenal adenoma,anxiety and nervousness,0.8571428571428571,kaggle+symcat
adrenal adenoma,back pain,0.26,symcat
adrenal adenoma,back weakness,0.8285714285714286,kaggle+symcat
adrenal adenoma,constipation,0.26,symcat
adrenal adenoma,elbow cramps or spasms,0.02,symcat
adrenal adenoma,low back weakness,0.02,symcat
adrenal adenoma,muscle swelling,0.02,symcat
adrenal adenoma,pus in sputum,0.02,symcat
adrenal adenoma,sharp abdominal pain,0.6,kaggle+symcat
adrenal adenoma,sharp chest pain,0.41,symcat
adrenal adenoma,shortness of breath,0.9142857142857143,kaggle+symcat
adrenal cancer,chills,0.16,symcat
adrenal cancer,cough,0.27,symcat
adrenal cancer,diaper rash,0.16,symcat
adrenal cancer,diminished hearing,1.0,kaggle+symcat
adrenal cancer,dizziness,1.0,kaggle+symcat
adrenal cancer,nosebleed,0.16,symcat
adrenal cancer,skin rash,0.27,symcat
adrenal cancer,sweating,0.16,symcat
air embolism,ankle pain,0.91,symcat
air embolism,excessive anger,0.91,symcat
air embolism,excessive urination at night,0.91,symcat
air embolism,facial pain,0.91,symcat
air embolism,fatigue,0.91,symcat
air embolism,joint stiffness or tightness,0.91,symcat
air embolism,knee lump or mass,0.91,symcat
air embolism,pain during pregnancy,0.91,symcat
air embolism,pain in eye,0.91,symcat
air embolism,pain or soreness of breast,0.91,symcat
air embolism,shoulder cramps or spasms,0.91,symcat
air embolism,wrist pain,0.91,symcat
alcohol abuse,abusing alcohol,0.75,kaggle+symcat
alcohol abuse,anxiety and nervousness,0.46862745098039216,kaggle+symcat
alcohol abuse,delusions or hallucinations,0.08,symcat
alcohol abuse,depression,0.5294117647058824,kaggle+symcat
alcohol abuse,depressive or psychotic symptoms,0.49,kaggle+symcat
alcohol abuse,drug abuse,0.5117647058823529,kaggle+symcat
alcohol abuse,excessive anger,0.04,symcat
alcohol abuse,hostile behavior,0.6764705882352942,kaggle+symcat
alcohol abuse,low self-esteem,0.5137254901960784,kaggle+symcat
alcohol abuse,slurring words,0.02,symcat
alcohol abuse,smoking problems,0.6764705882352942,kaggle+symcat
alcohol abuse,vomiting blood,0.6784313725490196,kaggle+symcat
alcohol intoxication,abnormal involuntary movements,0.7094017094017094,kaggle+symcat
alcohol intoxication,abusing alcohol,0.79,kaggle+symcat
alcohol intoxication,anxiety and nervousness,0.7037037037037037,kaggle+symcat
alcohol intoxication,delusions or hallucinations,0.17,symcat
alcohol intoxication,depression,0.5213675213675214,kaggle+symcat
alcohol intoxication,depressive or psychotic symptoms,0.6,kaggle+symcat
alcohol intoxication,fainting,0.21,symcat
alcohol intoxication,nausea,0.25,symcat
alcohol intoxication,problems with movement,0.6923076923076923,kaggle+symcat
alcohol intoxication,sharp abdominal pain,0.29,symcat
alcohol intoxication,sharp chest pain,0.6951566951566952,kaggle+symcat
alcohol intoxication,vomiting,0.5527065527065527,kaggle+symcat
alcohol withdrawal,abnormal involuntary movements,0.55,kaggle+symcat
alcohol withdrawal,abusing alcohol,0.67,kaggle+symcat
alcohol withdrawal,antisocial behavior,0.518796992481203,kaggle+symcat
alcohol withdrawal,delusions or hallucinations,0.47969924812030074,kaggle+symcat
alcohol withdrawal,depressive or psychotic symptoms,0.6466165413533834,kaggle+symcat
alcohol withdrawal,dizziness,0.6721804511278195,kaggle+symcat
alcohol withdrawal,fainting,0.5097744360902255,kaggle+symcat
alcohol withdrawal,nausea,0.36,symcat
alcohol withdrawal,seizures,0.66,kaggle+symcat
alcohol withdrawal,sharp chest pain,0.5097744360902255,kaggle+symcat
alcohol withdrawal,vomiting,0.5338345864661654,kaggle+symcat
alcohol withdrawal,weakness,0.29,symcat
alcoholic liver disease,abdominal distention,0.28,symcat
alcoholic liver disease,abnormal involuntary movements,0.7845528455284553,kaggle+symcat
alcoholic liver disease,abusing alcohol,0.5121951219512195,kaggle+symcat
alcoholic liver disease,blood in stool,0.22,symcat
alcoholic liver disease,diarrhea,0.6504065040650406,kaggle+symcat
alcoholic liver disease,kidney mass,0.09,symcat
alcoholic liver disease,peripheral edema,0.524390243902439,kaggle+symcat
alcoholic liver disease,sharp abdominal pain,0.61,kaggle+symcat
alcoholic liver disease,stomach bloating,0.6666666666666666,kaggle+symcat
alcoholic liver disease,upper abdominal pain,0.16,symcat
alcoholic liver disease,vomiting blood,0.22,symcat
alcoholic liver disease,weight gain,0.6788617886178862,kaggle+symcat
allergy,abnormal appearing skin,0.5060773480662983,kaggle+symcat
allergy,allergic reaction,0.65,kaggle+symcat
allergy,cough,0.48287292817679556,kaggle+symcat
allergy,fluid retention,0.6729281767955801,kaggle+symcat
allergy,itchiness of eye,0.5049723756906077,kaggle+symcat
allergy,itching of skin,0.61,kaggle+symcat
allergy,lip swelling,0.487292817679558,kaggle+symcat
allergy,peripheral edema,0.5215469613259669,kaggle+symcat
allergy,skin rash,0.85,kaggle+symcat
allergy,skin swelling,0.5160220994475138,kaggle+symcat
allergy,swollen eye,0.48066298342541436,kaggle+symcat
allergy,swollen tongue,0.09,symcat
allergy to animals,abnormal appearing skin,0.49,symcat
allergy to animals,acne or pimples,0.49,symcat
allergy to animals,allergic reaction,0.77,kaggle+symcat
allergy to animals,cough,0.7948717948717948,kaggle+symcat
allergy to animals,cross-eyed,0.7692307692307693,kaggle+symcat
allergy to animals,fever,0.49,symcat
allergy to animals,itchiness of eye,0.67,symcat
allergy to animals,nasal congestion,0.88,kaggle+symcat
allergy to animals,peripheral edema,0.49,symcat
allergy to animals,smoking problems,0.49,symcat
allergy to animals,sore throat,0.9743589743589743,kaggle+symcat
allergy to animals,wrist weakness,0.04,symcat
alopecia,abnormal appearing skin,0.19,symcat
alopecia,acne or pimples,0.6882352941176471,kaggle+symcat
alopecia,dry or flaky scalp,0.16,symcat
alopecia,feeling ill,0.5058823529411764,kaggle+symcat
alopecia,irregular appearing scalp,0.5264705882352941,kaggle+symcat
alopecia,itching of skin,0.7235294117647059,kaggle+symcat
alopecia,itchy scalp,0.13,symcat
alopecia,"skin dryness, peeling, scaliness, or roughness",0.13,symcat
alopecia,skin growth,0.5058823529411764,kaggle+symcat
alopecia,skin rash,0.5264705882352941,kaggle+symcat
alopecia,skin swelling,0.7205882352941176,kaggle+symcat
alopecia,too little hair,0.94,kaggle+symcat
alzheimer disease,delusions or hallucinations,0.5357142857142857,kaggle+symcat
alzheimer disease,depression,0.5089285714285714,kaggle+symcat
alzheimer disease,depressive or psychotic symptoms,0.5535714285714286,kaggle+symcat
alzheimer disease,difficulty speaking,0.5386904761904762,kaggle+symcat
alzheimer disease,disturbance of memory,0.73,kaggle+symcat
alzheimer disease,eye burns or stings,0.75,kaggle+symcat
alzheimer disease,fears and phobias,0.02,symcat
alzheimer disease,hostile behavior,0.6845238095238095,kaggle+symcat
alzheimer disease,irregular appearing scalp,0.6755952380952381,kaggle+symcat
alzheimer disease,"muscle cramps, contractures, or spasms",0.02,symcat
alzheimer disease,problems with movement,0.15,symcat
alzheimer disease,restlessness,0.04,symcat
amblyopia,abnormal movement of eyelid,0.06,symcat
amblyopia,cross-eyed,0.7659574468085106,kaggle+symcat
amblyopia,diminished vision,0.7,kaggle+symcat
amblyopia,eye deviation,0.6595744680851063,kaggle+symcat
amblyopia,eye moves abnormally,0.06,symcat
amblyopia,foreign body sensation in eye,0.11,symcat
amblyopia,itchiness of eye,0.06,symcat
amblyopia,neck stiffness or tightness,0.06,symcat
amblyopia,pain in eye,0.5319148936170213,kaggle+symcat
amblyopia,pus draining from ear,0.8723404255319149,kaggle+symcat
amblyopia,spots or clouds in vision,0.11,symcat
amblyopia,white discharge from eye,0.06,symcat
amyloidosis,abnormal appearing skin,0.43,symcat
amyloidosis,anxiety and nervousness,1.0,kaggle+symcat
amyloidosis,congestion in chest,0.43,symcat
amyloidosis,eye strain,0.03,symcat
amyloidosis,fatigue,0.43,symcat
amyloidosis,feeling hot and cold,0.03,symcat
amyloidosis,fever,0.43,symcat
amyloidosis,nailbiting,0.03,symcat
amyloidosis,shortness of breath,0.75,kaggle+symcat
amyloidosis,symptoms of the kidneys,0.43,symcat
amyloidosis,weakness,0.43,symcat
amyloidosis,wrist weakness,1.0,kaggle+symcat
amyotrophic lateral sclerosis (als),abnormal involuntary movements,0.9,kaggle+symcat
amyotrophic lateral sclerosis (als),back pain,0.37,symcat
amyotrophic lateral sclerosis (als),difficulty in swallowing,0.8666666666666667,kaggle+symcat
amyotrophic lateral sclerosis (als),difficulty speaking,0.8166666666666667,kaggle+symcat
amyotrophic lateral sclerosis (als),fatigue,0.22,symcat
amyotrophic lateral sclerosis (als),hand or finger weakness,0.3,symcat
amyotrophic lateral sclerosis (als),leg cramps or spasms,0.7333333333333333,kaggle+symcat
amyotrophic lateral sclerosis (als),leg pain,0.3,symcat
amyotrophic lateral sclerosis (als),leg weakness,0.42,symcat
amyotrophic lateral sclerosis (als),muscle weakness,0.22,symcat
amyotrophic lateral sclerosis (als),problems with movement,0.37,symcat
amyotrophic lateral sclerosis (als),weakness,0.7,kaggle+symcat
anal fissure,blood in stool,0.65,kaggle+symcat
anal fissure,changes in stool appearance,0.5265486725663717,kaggle+symcat
anal fissure,constipation,0.4778761061946903,kaggle+symcat
anal fissure,cramps and spasms,0.06,symcat
anal fissure,irregular belly button,0.06,symcat
anal fissure,itchiness of eye,0.06,symcat
anal fissure,lower body pain,0.5,kaggle+symcat
anal fissure,pain of the anus,0.75,kaggle+symcat
anal fissure,rectal bleeding,0.8,kaggle+symcat
anal fissure,sharp abdominal pain,0.5442477876106194,kaggle+symcat
anal fissure,symptoms of prostate,0.06,symcat
anal fissure,vaginal dryness,0.8407079646017699,kaggle+symcat
anal fistula,blood in stool,0.85,kaggle+symcat
anal fistula,constipation,0.14,symcat
anal fistula,discharge in stools,0.14,symcat
anal fistula,incontinence of stool,0.14,symcat
anal fistula,low back cramps or spasms,0.14,symcat
anal fistula,lower body pain,0.14,symcat
anal fistula,mass in scrotum,0.9,kaggle+symcat
anal fistula,mass or swelling around the anus,0.14,symcat
anal fistula,pain of the anus,0.71,kaggle+symcat
anal fistula,rectal bleeding,0.65,kaggle+symcat
anal fistula,sharp abdominal pain,0.33,symcat
anemia,changes in stool appearance,0.7734138972809668,kaggle+symcat
anemia,dizziness,0.5649546827794562,kaggle+symcat
anemia,fatigue,0.486404833836858,kaggle+symcat
anemia,heavy menstrual flow,0.08,symcat
anemia,melena,0.5558912386706949,kaggle+symcat
anemia,nosebleed,0.676737160120846,kaggle+symcat
anemia,recent pregnancy,0.02,symcat
anemia,shortness of breath,0.525679758308157,kaggle+symcat
anemia,too little hair,0.02,symcat
anemia,unpredictable menstruation,0.03,symcat
anemia,vomiting blood,0.6797583081570997,kaggle+symcat
anemia,weakness,0.5558912386706949,kaggle+symcat
anemia due to chronic kidney disease,ankle swelling,0.48,kaggle+symcat
anemia due to chronic kidney disease,fatigue,0.67,kaggle+symcat
anemia due to chronic kidney disease,feeling cold,0.05,symcat
anemia due to chronic kidney disease,melena,0.05,symcat
anemia due to chronic kidney disease,peripheral edema,0.54,kaggle+symcat
anemia due to chronic kidney disease,polyuria,0.05,symcat
anemia due to chronic kidney disease,recent weight loss,0.84,kaggle+symcat
anemia due to chronic kidney disease,shortness of breath,0.56,kaggle+symcat
anemia due to chronic kidney disease,symptoms of the kidneys,0.05,symcat
anemia due to chronic kidney disease,weakness,0.66,kaggle+symcat
anemia due to malignancy,difficulty in swallowing,0.5833333333333334,kaggle+symcat
anemia due to malignancy,fatigue,0.75,kaggle+symcat
anemia due to malignancy,flatulence,0.9166666666666666,kaggle+symcat
