disease,symptom,weight,source
knee ligament or meniscus tear,leg weakness,0.5660377358490566,kaggle+symcat
knee ligament or meniscus tear,stiffness all over,0.01,symcat
labyrinthitis,diminished hearing,0.6681957186544343,kaggle+symcat
labyrinthitis,dizziness,0.97,kaggle+symcat
labyrinthitis,ear pain,0.6987767584097859,kaggle+symcat
labyrinthitis,headache,0.5168195718654435,kaggle+symcat
labyrinthitis,loss of sensation,0.5275229357798165,kaggle+symcat
labyrinthitis,nausea,0.66,kaggle+symcat
labyrinthitis,plugged feeling in ear,0.4908256880733945,kaggle+symcat
labyrinthitis,ringing in ear,0.21,symcat
labyrinthitis,spots or clouds in vision,0.4969418960244648,kaggle+symcat
labyrinthitis,sweating,0.5168195718654435,kaggle+symcat
labyrinthitis,vomiting,0.61,kaggle+symcat
labyrinthitis,weakness,0.33,symcat
lactose intolerance,burning abdominal pain,0.5693430656934306,kaggle+symcat
lactose intolerance,constipation,0.19,symcat
lactose intolerance,cramps and spasms,0.11,symcat
lactose intolerance,diarrhea,0.56,kaggle+symcat
lactose intolerance,flatulence,0.7445255474452555,kaggle+symcat
lactose intolerance,headache,0.33,symcat
lactose intolerance,impotence,0.7372262773722628,kaggle+symcat
lactose intolerance,muscle pain,0.19,symcat
lactose intolerance,nasal congestion,0.8540145985401459,kaggle+symcat
lactose intolerance,sharp abdominal pain,0.33,symcat
lactose intolerance,shortness of breath,0.5547445255474452,kaggle+symcat
lactose intolerance,weight gain,0.11,symcat
laryngitis,allergic reaction,0.16,symcat
laryngitis,coryza,0.5029498525073747,kaggle+symcat
laryngitis,cough,0.79,kaggle+symcat
laryngitis,difficulty in swallowing,0.49557522123893805,kaggle+symcat
laryngitis,difficulty speaking,0.6607669616519174,kaggle+symcat
laryngitis,ear pain,0.5132743362831859,kaggle+symcat
laryngitis,fever,0.5147492625368731,kaggle+symcat
laryngitis,hoarse voice,0.83,kaggle+symcat
laryngitis,nasal congestion,0.55,kaggle+symcat
laryngitis,sinus congestion,0.12,symcat
laryngitis,sore throat,0.87,kaggle+symcat
laryngitis,throat feels tight,0.6917404129793511,kaggle+symcat
lateral epicondylitis (tennis elbow),arm pain,0.543026706231454,kaggle+symcat
lateral epicondylitis (tennis elbow),elbow lump or mass,0.08,symcat
lateral epicondylitis (tennis elbow),elbow pain,0.92,kaggle+symcat
lateral epicondylitis (tennis elbow),elbow swelling,0.08,symcat
lateral epicondylitis (tennis elbow),hand or finger pain,0.6706231454005934,kaggle+symcat
lateral epicondylitis (tennis elbow),hand or finger stiffness or tightness,0.685459940652819,kaggle+symcat
lateral epicondylitis (tennis elbow),irregular belly button,0.04,symcat
lateral epicondylitis (tennis elbow),joint pain,0.7418397626112759,kaggle+symcat
lateral epicondylitis (tennis elbow),loss of sensation,0.516320474777448,kaggle+symcat
lateral epicondylitis (tennis elbow),paresthesia,0.21,symcat
lateral epicondylitis (tennis elbow),shoulder pain,0.4658753709198813,kaggle+symcat
lateral epicondylitis (tennis elbow),wrist pain,0.5192878338278932,kaggle+symcat
lead poisoning,ankle pain,0.91,symcat
lead poisoning,excessive anger,0.91,symcat
lead poisoning,excessive urination at night,0.91,symcat
lead poisoning,facial pain,0.91,symcat
lead poisoning,fatigue,0.91,symcat
lead poisoning,joint stiffness or tightness,0.91,symcat
lead poisoning,knee lump or mass,0.91,symcat
lead poisoning,pain during pregnancy,0.91,symcat
lead poisoning,pain in eye,0.91,symcat
lead poisoning,pain or soreness of breast,0.91,symcat
lead poisoning,shoulder cramps or spasms,0.91,symcat
lead poisoning,wrist pain,0.91,symcat
leishmaniasis,ankle pain,0.91,symcat
leishmaniasis,excessive anger,0.91,symcat
leishmaniasis,excessive urination at night,0.91,symcat
leishmaniasis,facial pain,0.91,symcat
leishmaniasis,fatigue,0.91,symcat
leishmaniasis,joint stiffness or tightness,0.91,symcat
leishmaniasis,knee lump or mass,0.91,symcat
leishmaniasis,pain during pregnancy,0.91,symcat
leishmaniasis,pain in eye,0.91,symcat
leishmaniasis,pain or soreness of breast,0.91,symcat
leishmaniasis,shoulder cramps or spasms,0.91,symcat
leishmaniasis,wrist pain,0.91,symcat
leptospirosis,ankle pain,0.91,symcat
leptospirosis,excessive anger,0.91,symcat
leptospirosis,excessive urination at night,0.91,symcat
leptospirosis,facial pain,0.91,symcat
leptospirosis,fatigue,0.91,symcat
leptospirosis,joint stiffness or tightness,0.91,symcat
leptospirosis,knee lump or mass,0.91,symcat
leptospirosis,pain during pregnancy,0.91,symcat
leptospirosis,pain in eye,0.91,symcat
leptospirosis,pain or soreness of breast,0.91,symcat
leptospirosis,shoulder cramps or spasms,0.91,symcat
leptospirosis,wrist pain,0.91,symcat
leukemia,bleeding gums,0.01,symcat
leukemia,fatigue,0.5,kaggle+symcat
leukemia,fever,0.4,kaggle+symcat
leukemia,mouth pain,0.6,kaggle+symcat
leukemia,muscle stiffness or tightness,1.0,kaggle+symcat
leukemia,pallor,0.01,symcat
leukemia,symptoms of the kidneys,0.01,symcat
lewy body dementia,abnormal involuntary movements,0.6329113924050633,kaggle+symcat
lewy body dementia,delusions or hallucinations,0.59,kaggle+symcat
lewy body dementia,depressive or psychotic symptoms,0.7341772151898734,kaggle+symcat
lewy body dementia,disturbance of memory,0.68,kaggle+symcat
lewy body dementia,dizziness,0.35,symcat
lewy body dementia,hostile behavior,0.8354430379746836,kaggle+symcat
lewy body dementia,loss of sensation,0.35,symcat
lewy body dementia,paresthesia,0.21,symcat
lewy body dementia,problems with movement,0.53,symcat
lewy body dementia,rectal bleeding,0.21,symcat
lewy body dementia,seizures,0.21,symcat
lewy body dementia,weakness,0.21,symcat
lice,cough,0.5846153846153846,kaggle+symcat
lice,fever,0.24,symcat
lice,itching of skin,0.5846153846153846,kaggle+symcat
lice,itchy scalp,0.8153846153846154,kaggle+symcat
lice,leg lump or mass,0.8461538461538461,kaggle+symcat
lice,nasal congestion,0.9384615384615385,kaggle+symcat
lice,skin lesion,0.24,symcat
lice,skin oiliness,0.14,symcat
lice,skin rash,0.49,symcat
lice,smoking problems,0.24,symcat
lice,sneezing,0.14,symcat
lice,warts,0.24,symcat
lichen planus,abnormal appearing skin,1.0,kaggle+symcat
lichen planus,acne or pimples,0.23,symcat
lichen planus,difficulty speaking,1.0,kaggle+symcat
lichen planus,irregular appearing scalp,0.23,symcat
lichen planus,itching of skin,0.47,symcat
lichen planus,itchy scalp,0.23,symcat
lichen planus,mouth ulcer,0.23,symcat
lichen planus,"skin dryness, peeling, scaliness, or roughness",0.37,symcat
lichen planus,skin growth,1.0,kaggle+symcat
lichen planus,skin lesion,0.23,symcat
lichen planus,skin moles,0.37,symcat
lichen planus,skin rash,0.47,symcat
lichen simplex,acne or pimples,0.22,symcat
lichen simplex,difficulty speaking,0.8135593220338984,kaggle+symcat
lichen simplex,itching of skin,0.71,kaggle+symcat
lichen simplex,itchy scalp,0.22,symcat
lichen simplex,loss of sex drive,0.12,symcat
lichen simplex,pain during intercourse,0.12,symcat
lichen simplex,"skin dryness, peeling, scaliness, or roughness",0.12,symcat
lichen simplex,skin growth,0.22,symcat
lichen simplex,skin irritation,0.22,symcat
lichen simplex,skin lesion,0.559322033898305,kaggle+symcat
lichen simplex,skin rash,0.82,kaggle+symcat
lichen simplex,vaginal itching,0.9322033898305084,kaggle+symcat
lipoma,abnormal appearing skin,0.5160818713450293,kaggle+symcat
lipoma,arm lump or mass,0.5219298245614035,kaggle+symcat
lipoma,back mass or lump,0.49415204678362573,kaggle+symcat
lipoma,bones are painful,0.6827485380116959,kaggle+symcat
lipoma,groin mass,0.6564327485380117,kaggle+symcat
lipoma,leg lump or mass,0.17,symcat
lipoma,lump or mass of breast,0.16,symcat
lipoma,neck mass,0.5102339181286549,kaggle+symcat
lipoma,shoulder lump or mass,0.5116959064327485,kaggle+symcat
lipoma,skin growth,0.5029239766081871,kaggle+symcat
lipoma,skin lesion,0.5043859649122807,kaggle+symcat
lipoma,skin swelling,0.47,kaggle+symcat
liver cancer,changes in stool appearance,0.09,symcat
liver cancer,decreased appetite,0.6530612244897959,kaggle+symcat
liver cancer,groin mass,0.9387755102040817,kaggle+symcat
liver cancer,increased heart rate,0.05,symcat
liver cancer,kidney mass,0.05,symcat
liver cancer,leg stiffness or tightness,0.05,symcat
liver cancer,sharp abdominal pain,0.5714285714285714,kaggle+symcat
liver cancer,stomach bloating,0.5714285714285714,kaggle+symcat
liver cancer,swollen abdomen,0.05,symcat
liver cancer,symptoms of prostate,0.05,symcat
liver cancer,unusual color or odor to urine,0.05,symcat
liver cancer,upper abdominal pain,0.4897959183673469,kaggle+symcat
liver disease,blood in stool,0.511166253101737,kaggle+symcat
liver disease,diarrhea,0.49710504549214224,kaggle+symcat
liver disease,heartburn,0.49545078577336643,kaggle+symcat
liver disease,jaundice,0.5095119933829612,kaggle+symcat
liver disease,nausea,0.5210918114143921,kaggle+symcat
liver disease,peripheral edema,0.5103391232423491,kaggle+symcat
liver disease,sharp abdominal pain,0.53,kaggle+symcat
liver disease,shortness of breath,0.4772539288668321,kaggle+symcat
liver disease,side pain,0.4987593052109181,kaggle+symcat
liver disease,unusual color or odor to urine,0.5045492142266336,kaggle+symcat
liver disease,upper abdominal pain,0.5244003308519437,kaggle+symcat
liver disease,weakness,0.49710504549214224,kaggle+symcat
lumbago,back cramps or spasms,0.03,symcat
lumbago,back pain,0.84,kaggle+symcat
lumbago,hip pain,0.7628205128205128,kaggle+symcat
lumbago,leg pain,0.5576923076923077,kaggle+symcat
lumbago,low back cramps or spasms,0.6602564102564102,kaggle+symcat
lumbago,low back pain,0.85,kaggle+symcat
lumbago,low back stiffness or tightness,0.01,symcat
lumbago,lower body pain,0.19,symcat
lumbago,muscle pain,0.6794871794871795,kaggle+symcat
lumbago,neck pain,0.28,symcat
lumbago,side pain,0.7435897435897436,kaggle+symcat
lung cancer,cough,0.5686274509803921,kaggle+symcat
lung cancer,decreased appetite,0.5098039215686274,kaggle+symcat
lung cancer,drainage in throat,0.06,symcat
lung cancer,fatigue,0.5882352941176471,kaggle+symcat
lung cancer,hemoptysis,0.6666666666666666,kaggle+symcat
lung cancer,leg weakness,0.5098039215686274,kaggle+symcat
lung cancer,shortness of breath,0.5294117647058824,kaggle+symcat
lung cancer,smoking problems,0.5098039215686274,kaggle+symcat
lung contusion,ache all over,0.7333333333333333,kaggle+symcat
lung contusion,back pain,0.63,kaggle+symcat
lung contusion,dizziness,0.28,symcat
lung contusion,elbow pain,0.28,symcat
lung contusion,fluid retention,0.28,symcat
lung contusion,headache,0.28,symcat
lung contusion,hip pain,0.28,symcat
lung contusion,hurts to breath,0.28,symcat
lung contusion,rib pain,0.44,symcat
lung contusion,sharp chest pain,0.8,kaggle+symcat
lung contusion,shortness of breath,1.0,kaggle+symcat
lung contusion,shoulder pain,0.28,symcat
lyme disease,abnormal appearing skin,0.5213270142180095,kaggle+symcat
lyme disease,chills,0.19,symcat
lyme disease,depressive or psychotic symptoms,0.6872037914691943,kaggle+symcat
lyme disease,fatigue,0.5071090047393365,kaggle+symcat
lyme disease,fever,0.5497630331753555,kaggle+symcat
lyme disease,hand or finger pain,0.19,symcat
lyme disease,headache,0.6777251184834123,kaggle+symcat
lyme disease,hip pain,0.8341232227488151,kaggle+symcat
lyme disease,joint pain,0.19,symcat
lyme disease,loss of sensation,0.26,symcat
lyme disease,skin rash,0.46,symcat
lyme disease,symptoms of the face,0.5023696682464455,kaggle+symcat
lymphadenitis,cough,0.7660044150110376,kaggle+symcat
lymphadenitis,ear pain,0.4966887417218543,kaggle+symcat
lymphadenitis,fever,0.55,kaggle+symcat
lymphadenitis,headache,0.32,symcat
lymphadenitis,neck mass,0.4966887417218543,kaggle+symcat
lymphadenitis,neck pain,0.5077262693156733,kaggle+symcat
lymphadenitis,neck swelling,0.5408388520971302,kaggle+symcat
lymphadenitis,sharp abdominal pain,0.6512141280353201,kaggle+symcat
lymphadenitis,skin swelling,0.4878587196467991,kaggle+symcat
lymphadenitis,sore throat,0.6,kaggle+symcat
lymphadenitis,swollen lymph nodes,0.53,symcat
lymphadenitis,vomiting,0.32,symcat
lymphangitis,abnormal appearing skin,0.34,symcat
lymphangitis,arm pain,1.0,kaggle+symcat
lymphangitis,facial pain,0.34,symcat
lymphangitis,flu-like syndrome,0.34,symcat
lymphangitis,foot or toe lump or mass,0.34,symcat
lymphangitis,foot or toe pain,0.34,symcat
lymphangitis,neck pain,0.34,symcat
lymphangitis,neck swelling,1.0,kaggle+symcat
lymphangitis,skin irritation,0.34,symcat
lymphangitis,skin on arm or hand looks infected,0.52,symcat
lymphangitis,skin on head or neck looks infected,0.34,symcat
lymphangitis,skin on leg or foot looks infected,0.52,symcat
lymphedema,abnormal appearing skin,0.5168316831683168,kaggle+symcat
lymphedema,fluid retention,0.5346534653465347,kaggle+symcat
lymphedema,foot or toe swelling,0.6693069306930693,kaggle+symcat
lymphedema,leg pain,0.500990099009901,kaggle+symcat
lymphedema,leg swelling,0.5128712871287129,kaggle+symcat
lymphedema,lymphedema,0.6495049504950495,kaggle+symcat
lymphedema,neck mass,0.04,symcat
lymphedema,peripheral edema,0.49504950495049505,kaggle+symcat
lymphedema,"skin dryness, peeling, scaliness, or roughness",0.08,symcat
lymphedema,skin lesion,0.56,kaggle+symcat
lymphedema,skin on leg or foot looks infected,0.11,symcat
lymphedema,throat swelling,0.6673267326732674,kaggle+symcat
lymphogranuloma venereum,chills,0.91,symcat
lymphogranuloma venereum,ear pain,0.95,kaggle+symcat
lymphogranuloma venereum,excessive growth,0.2,symcat
lymphogranuloma venereum,fever,0.91,symcat
lymphogranuloma venereum,knee lump or mass,0.85,kaggle+symcat
lymphogranuloma venereum,loss of sex drive,0.2,symcat
lymphogranuloma venereum,neck cramps or spasms,0.2,symcat
lymphogranuloma venereum,nosebleed,0.91,symcat
lymphogranuloma venereum,pelvic pressure,0.2,symcat
lymphogranuloma venereum,shoulder swelling,0.2,symcat
lymphogranuloma venereum,sore throat,1.0,kaggle+symcat
lymphogranuloma venereum,vulvar sore,0.2,symcat
lymphoma,fatigue,0.46616541353383456,kaggle+symcat
lymphoma,groin mass,0.8345864661654135,kaggle+symcat
lymphoma,hoarse voice,0.7518796992481203,kaggle+symcat
lymphoma,itchy ear(s),0.7443609022556391,kaggle+symcat
lymphoma,mouth pain,0.02,symcat
lymphoma,mouth ulcer,0.02,symcat
lymphoma,muscle pain,0.03,symcat
lymphoma,neck mass,0.5789473684210527,kaggle+symcat
lymphoma,regurgitation,0.5789473684210527,kaggle+symcat
lymphoma,regurgitation.1,0.5789473684210527,kaggle
lymphoma,shoulder lump or mass,0.01,symcat
lymphoma,stiffness all over,0.01,symcat
lymphoma,symptoms of the kidneys,0.02,symcat
macular degeneration,abnormal movement of eyelid,0.5082508250825083,kaggle+symcat
macular degeneration,bleeding from eye,0.5005500550055005,kaggle+symcat
macular degeneration,blindness,0.5225522552255225,kaggle+symcat
macular degeneration,diminished vision,0.8,kaggle+symcat
macular degeneration,double vision,0.6743674367436744,kaggle+symcat
macular degeneration,eye burns or stings,0.08,symcat
macular degeneration,foreign body sensation in eye,0.5390539053905391,kaggle+symcat
macular degeneration,itchiness of eye,0.49174917491749176,kaggle+symcat
macular degeneration,lacrimation,0.5137513751375138,kaggle+symcat
macular degeneration,pain in eye,0.49724972497249725,kaggle+symcat
macular degeneration,spots or clouds in vision,0.49944994499449946,kaggle+symcat
macular degeneration,symptoms of eye,0.49064906490649063,kaggle+symcat
magnesium deficiency,diarrhea,0.27,symcat
magnesium deficiency,dizziness,0.7428571428571429,kaggle+symcat
magnesium deficiency,leg cramps or spasms,0.27,symcat
magnesium deficiency,leg pain,0.5142857142857142,kaggle+symcat
magnesium deficiency,nausea,0.27,symcat
magnesium deficiency,palpitations,0.36,symcat
magnesium deficiency,seizures,0.36,symcat
magnesium deficiency,sharp abdominal pain,0.49,symcat
magnesium deficiency,sharp chest pain,1.0,kaggle+symcat
magnesium deficiency,shortness of breath,0.8857142857142857,kaggle+symcat
magnesium deficiency,vomiting,0.36,symcat
magnesium deficiency,weakness,0.36,symcat
malaria,ache all over,0.72,symcat
malaria,back pain,0.72,symcat
malaria,excessive growth,0.09,symcat
malaria,fainting,1.0,kaggle+symcat
malaria,fever,0.87,kaggle+symcat
malaria,headache,0.94,kaggle+symcat
malaria,itchy eyelid,0.09,symcat
malaria,knee lump or mass,0.8,kaggle+symcat
malaria,vomiting,0.72,symcat
malaria,vulvar sore,0.09,symcat
malaria,weakness,0.72,symcat
malaria,wrist weakness,0.09,symcat
male genitalia infection,abnormal appearing skin,0.6811594202898551,kaggle+symcat
male genitalia infection,bumps on penis,0.6594202898550725,kaggle+symcat
male genitalia infection,groin pain,0.13,symcat
male genitalia infection,irritable infant,0.8260869565217391,kaggle+symcat
male genitalia infection,mass in scrotum,0.572463768115942,kaggle+symcat
male genitalia infection,pain in testicles,0.6159420289855072,kaggle+symcat
male genitalia infection,penis pain,0.22,symcat
male genitalia infection,penis redness,0.52,symcat
male genitalia infection,skin growth,0.3,symcat
male genitalia infection,swelling of scrotum,0.7753623188405797,kaggle+symcat
male genitalia infection,swollen abdomen,0.13,symcat
male genitalia infection,warts,0.13,symcat
malignant hypertension,depressive or psychotic symptoms,0.7734806629834254,kaggle+symcat
malignant hypertension,dizziness,0.27,symcat
malignant hypertension,focal weakness,0.2,symcat
malignant hypertension,headache,0.6,kaggle+symcat
malignant hypertension,insomnia,0.8232044198895028,kaggle+symcat
malignant hypertension,loss of sensation,0.2,symcat
malignant hypertension,lower body pain,0.5193370165745856,kaggle+symcat
malignant hypertension,peripheral edema,0.2,symcat
malignant hypertension,seizures,0.27,symcat
malignant hypertension,sharp chest pain,0.66,kaggle+symcat
malignant hypertension,shortness of breath,0.51,kaggle+symcat
malignant hypertension,vomiting,0.5359116022099447,kaggle+symcat
marfan syndrome,ache all over,0.32,symcat
marfan syndrome,anxiety and nervousness,0.32,symcat
marfan syndrome,blood in stool,0.32,symcat
marfan syndrome,depression,0.32,symcat
marfan syndrome,emotional symptoms,0.02,symcat
marfan syndrome,focal weakness,0.32,symcat
marfan syndrome,heartburn,0.32,symcat
marfan syndrome,increased heart rate,0.32,symcat
marfan syndrome,itching of the anus,0.32,symcat
marfan syndrome,shoulder pain,0.32,symcat
marfan syndrome,skin swelling,0.32,symcat
marfan syndrome,stomach bloating,0.32,symcat
marijuana abuse,abusing alcohol,0.56,kaggle+symcat
marijuana abuse,anxiety and nervousness,0.4884297520661157,kaggle+symcat
marijuana abuse,delusions or hallucinations,0.49504132231404957,kaggle+symcat
marijuana abuse,depression,0.4983471074380165,kaggle+symcat
marijuana abuse,depressive or psychotic symptoms,0.5,kaggle+symcat
marijuana abuse,difficulty speaking,0.4933884297520661,kaggle+symcat
marijuana abuse,drug abuse,0.76,kaggle+symcat
marijuana abuse,excessive anger,0.5198347107438016,kaggle+symcat
marijuana abuse,fears and phobias,0.5115702479338843,kaggle+symcat
marijuana abuse,hostile behavior,0.5165289256198347,kaggle+symcat
marijuana abuse,low self-esteem,0.5190082644628099,kaggle+symcat
marijuana abuse,temper problems,0.4909090909090909,kaggle+symcat
mastectomy,arm stiffness or tightness,0.9411764705882353,kaggle+symcat
mastectomy,burning chest pain,0.04,symcat
mastectomy,hand or finger stiffness or tightness,0.04,symcat
mastectomy,heartburn,0.04,symcat
mastectomy,leg cramps or spasms,0.04,symcat
mastectomy,lump or mass of breast,0.21,symcat
mastectomy,pain or soreness of breast,0.9411764705882353,kaggle+symcat
mastectomy,problems with shape or size of breast,0.08,symcat
mastectomy,regurgitation,0.04,symcat
mastectomy,skin swelling,0.7058823529411765,kaggle+symcat
mastectomy,smoking problems,0.04,symcat
mastectomy,swollen lymph nodes,0.04,symcat
mastoiditis,cough,0.75,kaggle+symcat
mastoiditis,diminished hearing,0.7916666666666666,kaggle+symcat
mastoiditis,dizziness,0.5555555555555556,kaggle+symcat
mastoiditis,ear pain,0.84,kaggle+symcat
mastoiditis,facial pain,0.4722222222222222,kaggle+symcat
mastoiditis,fever,0.37,symcat
mastoiditis,fluid in ear,0.42,symcat
mastoiditis,headache,0.37,symcat
mastoiditis,nasal congestion,0.7777777777777778,kaggle+symcat
mastoiditis,plugged feeling in ear,0.32,symcat
mastoiditis,redness in ear,0.42,symcat
mastoiditis,ringing in ear,0.32,symcat
meckel diverticulum,bedwetting,0.2,symcat
meckel diverticulum,excessive growth,0.2,symcat
meckel diverticulum,eye strain,0.2,symcat
meckel diverticulum,joint stiffness or tightness,0.2,symcat
meckel diverticulum,knee lump or mass,1.0,kaggle+symcat
meckel diverticulum,loss of sex drive,0.2,symcat
meckel diverticulum,lower abdominal pain,1.0,kaggle+symcat
meckel diverticulum,neck cramps or spasms,0.2,symcat
meckel diverticulum,pelvic pressure,0.2,symcat
meckel diverticulum,shoulder swelling,0.2,symcat
meckel diverticulum,upper abdominal pain,0.91,symcat
meckel diverticulum,vulvar sore,0.2,symcat
melanoma,abnormal appearing skin,0.5239852398523985,kaggle+symcat
melanoma,back mass or lump,0.04,symcat
melanoma,irregular appearing scalp,0.5350553505535055,kaggle+symcat
melanoma,itchy eyelid,0.6494464944649446,kaggle+symcat
melanoma,"skin dryness, peeling, scaliness, or roughness",0.04,symcat
melanoma,skin growth,0.5424354243542435,kaggle+symcat
melanoma,skin irritation,0.04,symcat
melanoma,skin lesion,0.5313653136531366,kaggle+symcat
melanoma,skin moles,0.5092250922509225,kaggle+symcat
melanoma,skin on arm or hand looks infected,0.02,symcat
melanoma,skin swelling,0.5018450184501845,kaggle+symcat
melanoma,swollen lymph nodes,0.7933579335793358,kaggle+symcat
meniere disease,allergic reaction,0.49110320284697506,kaggle+symcat
meniere disease,bleeding from ear,0.1,symcat
meniere disease,diminished hearing,0.66,kaggle+symcat
meniere disease,dizziness,0.84,kaggle+symcat
meniere disease,ear pain,0.6654804270462633,kaggle+symcat
meniere disease,facial pain,0.7829181494661922,kaggle+symcat
meniere disease,headache,0.501779359430605,kaggle+symcat
meniere disease,heartburn,0.1,symcat
meniere disease,impotence,0.1,symcat
meniere disease,nausea,0.5195729537366548,kaggle+symcat
meniere disease,plugged feeling in ear,0.36,symcat
meniere disease,ringing in ear,0.5231316725978647,kaggle+symcat
meningioma,depressive or psychotic symptoms,0.9444444444444444,kaggle+symcat
meningioma,difficulty speaking,0.33,symcat
meningioma,diminished hearing,0.25,symcat
meningioma,diminished vision,0.25,symcat
meningioma,disturbance of memory,0.7222222222222222,kaggle+symcat
meningioma,dizziness,1.0,kaggle+symcat
meningioma,facial pain,0.25,symcat
meningioma,focal weakness,0.25,symcat
meningioma,headache,0.7222222222222222,kaggle+symcat
meningioma,nausea,0.25,symcat
meningioma,seizures,0.33,symcat
meningioma,weakness,0.7222222222222222,kaggle+symcat
meningitis,ache all over,0.5151515151515151,kaggle+symcat
meningitis,back pain,0.31,symcat
meningitis,cough,0.7777777777777778,kaggle+symcat
meningitis,fever,0.8,kaggle+symcat
meningitis,headache,0.87,kaggle+symcat
meningitis,leg pain,0.26,symcat
meningitis,low back pain,0.26,symcat
meningitis,nausea,0.7609427609427609,kaggle+symcat
meningitis,neck pain,0.5117845117845118,kaggle+symcat
meningitis,neck stiffness or tightness,0.45791245791245794,kaggle+symcat
meningitis,seizures,0.31,symcat
meningitis,vomiting,0.53,kaggle+symcat
menopause,absence of menstruation,0.4473684210526316,kaggle+symcat
menopause,heavy menstrual flow,0.08,symcat
menopause,hot flashes,0.75,kaggle+symcat
menopause,involuntary urination,0.8289473684210527,kaggle+symcat
menopause,long menstrual periods,0.1,symcat
menopause,loss of sex drive,0.08,symcat
menopause,pelvic pain,0.1,symcat
menopause,sweating,0.5789473684210527,kaggle+symcat
menopause,unpredictable menstruation,0.39473684210526316,kaggle+symcat
menopause,vaginal dryness,0.08,symcat
menopause,vaginal itching,0.868421052631579,kaggle+symcat
menopause,weight gain,0.08,symcat
metabolic disorder,arm stiffness or tightness,0.8235294117647058,kaggle+symcat
metabolic disorder,difficulty eating,0.01,symcat
metabolic disorder,infant feeding problem,0.01,symcat
metabolic disorder,jaundice,0.9705882352941176,kaggle+symcat
metabolic disorder,mouth dryness,0.04,symcat
metabolic disorder,muscle pain,0.04,symcat
metabolic disorder,problems with shape or size of breast,0.01,symcat
metabolic disorder,recent weight loss,0.01,symcat
metabolic disorder,scanty menstrual flow,0.01,symcat
metabolic disorder,smoking problems,0.47058823529411764,kaggle+symcat
metabolic disorder,underweight,0.01,symcat
metabolic disorder,weight gain,0.35294117647058826,kaggle+symcat
metastatic cancer,decreased appetite,0.5185185185185185,kaggle+symcat
metastatic cancer,fatigue,0.5555555555555556,kaggle+symcat
metastatic cancer,focal weakness,0.5555555555555556,kaggle+symcat
metastatic cancer,leg cramps or spasms,0.02,symcat
metastatic cancer,neck mass,0.5555555555555556,kaggle+symcat
metastatic cancer,stomach bloating,0.03,symcat
metastatic cancer,unusual color or odor to urine,0.02,symcat
metastatic cancer,vaginal dryness,0.8518518518518519,kaggle+symcat
migraine,blindness,0.6561085972850679,kaggle+symcat
migraine,diminished vision,0.5429864253393665,kaggle+symcat
migraine,disturbance of memory,0.5158371040723982,kaggle+symcat
migraine,dizziness,0.5113122171945701,kaggle+symcat
migraine,headache,0.9,kaggle+symcat
migraine,long menstrual periods,0.02,symcat
migraine,nausea,0.5656108597285068,kaggle+symcat
migraine,spots or clouds in vision,0.5339366515837104,kaggle+symcat
migraine,symptoms of the face,0.4841628959276018,kaggle+symcat
migraine,vomiting,0.5384615384615384,kaggle+symcat
missed abortion,blood clots during menstrual periods,0.45866666666666667,kaggle+symcat
missed abortion,blood in stool,0.8186666666666667,kaggle+symcat
missed abortion,cramps and spasms,0.504,kaggle+symcat
missed abortion,heavy menstrual flow,0.06,symcat
missed abortion,infertility,0.06,symcat
missed abortion,intermenstrual bleeding,0.5386666666666666,kaggle+symcat
missed abortion,lower abdominal pain,0.49066666666666664,kaggle+symcat
missed abortion,pain during pregnancy,0.49866666666666665,kaggle+symcat
missed abortion,problems during pregnancy,0.5493333333333333,kaggle+symcat
missed abortion,recent pregnancy,0.06,symcat
missed abortion,sharp abdominal pain,0.51,kaggle+symcat
missed abortion,spotting or bleeding during pregnancy,0.73,kaggle+symcat
mitral valve disease,chest tightness,0.5456349206349206,kaggle+symcat
mitral valve disease,dizziness,0.5158730158730159,kaggle+symcat
mitral valve disease,drainage in throat,0.04,symcat
mitral valve disease,fatigue,0.501984126984127,kaggle+symcat
mitral valve disease,increased heart rate,0.4742063492063492,kaggle+symcat
mitral valve disease,irregular heartbeat,0.6626984126984127,kaggle+symcat
mitral valve disease,nightmares,0.5257936507936508,kaggle+symcat
mitral valve disease,palpitations,0.42,symcat
mitral valve disease,sharp chest pain,0.49603174603174605,kaggle+symcat
mitral valve disease,shortness of breath,0.6785714285714286,kaggle+symcat
mitral valve disease,sweating,0.6865079365079365,kaggle+symcat
mitral valve disease,weight gain,0.08,symcat
mittelschmerz,acne or pimples,0.32,symcat
mittelschmerz,burning abdominal pain,0.32,symcat
mittelschmerz,diarrhea,0.9622641509433962,kaggle+symcat
mittelschmerz,fever,0.32,symcat
mittelschmerz,involuntary urination,0.32,symcat
mittelschmerz,long menstrual periods,0.32,symcat
mittelschmerz,lower abdominal pain,0.74,kaggle+symcat
mittelschmerz,painful menstruation,0.6,kaggle+symcat
mittelschmerz,pelvic pain,0.68,kaggle+symcat
mittelschmerz,sharp abdominal pain,0.84,kaggle+symcat
mittelschmerz,side pain,0.32,symcat
mittelschmerz,vomiting,0.5849056603773585,kaggle+symcat
molluscum contagiosum,abnormal appearing skin,0.6829745596868885,kaggle+symcat
molluscum contagiosum,acne or pimples,0.7025440313111546,kaggle+symcat
molluscum contagiosum,arm lump or mass,0.25,symcat
molluscum contagiosum,bumps on penis,0.14,symcat
